Chat,4,Zero
Chat,0,Zero
Chat,8,Baseline
Chat,0,Baseline
Chat,0,Baseline
Chat,0,Baseline
Chat,9,Baseline
Chat,6,Baseline
Chat,0,Linear
Chat,5,Linear
Chat,0,Baseline
Chat,7,Baseline
Chat,1,Linear
Chat,0,Linear
Chat,0,Baseline
Chat,9,Baseline
Chat,4,Baseline
Chat,0,Baseline
Chat,0,Linear
Chat,9,Linear
Chat,9,Linear
Chat,0,Linear
Chat,3,Linear
Chat,0,Linear
Chat,0,Zero
Chat,7,Zero
Chat,0,Zero
Chat,6,Zero
Chat,1,Zero
Chat,0,Zero
Chat,0,Linear
Chat,8,Linear
Chat,0,Linear
Chat,0,Linear
Chat,7,Zero
Chat,0,Zero
Chat,0,Zero
Chat,0,Zero
Chat,9,Zero
Chat,8,Zero
Chat,0,Baseline
Chat,9,Baseline
Chat,4,Linear
Chat,7,Linear
Chat,2,Baseline
Chat,0,Baseline
Chat,7,Zero
Chat,0,Zero
Chat,3,Zero
Chat,0,Zero
Chat,0,Baseline
Chat,0,Baseline
Chat,0,Baseline
Chat,0,Baseline
Chat,9,Baseline
Chat,9,Baseline
Chat,0,Linear
Chat,0,Linear
Chat,7,Baseline
Chat,6,Baseline
Chat,1,Linear
Chat,2,Linear
Chat,8,Baseline
Chat,0,Baseline
Chat,4,Baseline
Chat,0,Baseline
Chat,9,Linear
Chat,9,Linear
Chat,0,Linear
Chat,9,Linear
Chat,0,Linear
Chat,0,Linear
Chat,8,Zero
Chat,0,Zero
Chat,0,Zero
Chat,0,Zero
Chat,4,Zero
Chat,2,Zero
Chat,3,Linear
Chat,0,Linear
Chat,3,Linear
Chat,0,Linear
Chat,8,Zero
Chat,0,Zero
Chat,8,Zero
Chat,0,Zero
Chat,4,Zero
Chat,0,Zero
Chat,9,Baseline
Chat,0,Baseline
Chat,4,Linear
Chat,0,Linear
Chat,1,Baseline
Chat,0,Baseline
Chat,0,Zero
Chat,7,Zero
Chat,0,Baseline
Chat,9,Baseline
Chat,0,Linear
Chat,4,Linear
Chat,8,Linear
Chat,9,Linear
Chat,7,Baseline
Chat,0,Baseline
Chat,0,Linear
Chat,4,Linear
Chat,8,Baseline
Chat,0,Baseline
Chat,0,Linear
Chat,0,Linear
Chat,6,Baseline
Chat,0,Baseline
Chat,0,Linear
Chat,0,Linear
Chat,7,Baseline
Chat,7,Baseline
Chat,0,Zero
Chat,8,Zero
Chat,7,Linear
Chat,8,Linear
Chat,0,Baseline
Chat,0,Baseline
Chat,5,Linear
Chat,0,Linear
Chat,8,Zero
Chat,0,Zero
Chat,3,Linear
Chat,0,Linear
Chat,5,Zero
Chat,0,Zero
Chat,8,Zero
Chat,0,Zero
Chat,0,Baseline
Chat,9,Baseline
Chat,0,Zero
Chat,0,Zero
Chat,7,Zero
Chat,5,Zero
Chat,0,Zero
Chat,0,Zero
Chat,0,Baseline
Chat,9,Baseline
Chat,6,Zero
Chat,8,Zero
Chat,0,Baseline
Chat,8,Baseline
Chat,8,Linear
Chat,6,Linear
Chat,0,Linear
Chat,0,Linear
Chat,0,Baseline
Chat,8,Baseline
Chat,5,Linear
Chat,0,Linear
Chat,0,Baseline
Chat,0,Baseline
Chat,9,Linear
Chat,0,Linear
Chat,5,Baseline
Chat,9,Baseline
Chat,0,Linear
Chat,0,Linear
Chat,0,Baseline
Chat,6,Baseline
Chat,0,Zero
Chat,0,Zero
Chat,7,Linear
Chat,0,Linear
Chat,0,Baseline
Chat,7,Baseline
Chat,4,Linear
Chat,0,Linear
Chat,7,Zero
Chat,8,Zero
Chat,2,Linear
Chat,8,Linear
Chat,7,Zero
Chat,0,Zero
Chat,6,Zero
Chat,5,Zero
Chat,0,Baseline
Chat,8,Baseline
Chat,0,Zero
Chat,0,Zero
Chat,6,Zero
Chat,0,Zero
Chat,6,Zero
Chat,0,Zero
Chat,8,Baseline
Chat,0,Baseline
Chat,0,Zero
Chat,8,Zero
No Chat,,Baseline
No Chat,,Baseline
No Chat,6,Zero
No Chat,6,Zero
No Chat,0,Linear
No Chat,,Linear
No Chat,4,Linear
No Chat,9,Linear
No Chat,7,Baseline
No Chat,1,Baseline
No Chat,8,Baseline
No Chat,6,Baseline
No Chat,,Linear
No Chat,6,Linear
No Chat,,Baseline
No Chat,,Baseline
No Chat,7,Baseline
No Chat,,Baseline
No Chat,,Zero
No Chat,,Zero
No Chat,3,Linear
No Chat,,Linear
No Chat,,Linear
No Chat,,Linear
No Chat,,Baseline
No Chat,8,Baseline
No Chat,,Zero
No Chat,,Zero
No Chat,7,Zero
No Chat,6,Zero
No Chat,,Linear
No Chat,,Linear
No Chat,,Baseline
No Chat,7,Baseline
No Chat,4,Linear
No Chat,4,Linear
No Chat,,Zero
No Chat,2,Zero
No Chat,4,Linear
No Chat,5,Linear
No Chat,7,Zero
No Chat,4,Zero
No Chat,,Baseline
No Chat,5,Baseline
No Chat,7,Zero
No Chat,,Zero
No Chat,,Baseline
No Chat,6,Baseline
No Chat,,Linear
No Chat,,Linear
No Chat,4,Zero
No Chat,,Zero
No Chat,,Zero
No Chat,,Zero
No Chat,,Zero
No Chat,6,Zero
No Chat,4,Linear
No Chat,5,Linear
No Chat,7,Baseline
No Chat,,Baseline
No Chat,,Baseline
No Chat,6,Baseline
No Chat,,Zero
No Chat,4,Zero
No Chat,,Linear
No Chat,5,Linear
No Chat,4,Linear
No Chat,,Linear
No Chat,,Baseline
No Chat,,Baseline
No Chat,,Baseline
No Chat,7,Baseline
No Chat,5,Linear
No Chat,,Linear
No Chat,4,Baseline
No Chat,5,Baseline
No Chat,7,Baseline
No Chat,,Baseline
No Chat,,Zero
No Chat,5,Zero
No Chat,,Linear
No Chat,,Linear
No Chat,3,Linear
No Chat,,Linear
No Chat,,Baseline
No Chat,8,Baseline
No Chat,6,Zero
No Chat,,Zero
No Chat,4,Zero
No Chat,,Zero
No Chat,3,Linear
No Chat,,Linear
No Chat,5,Baseline
No Chat,,Baseline
No Chat,3,Linear
No Chat,4,Linear
No Chat,,Zero
No Chat,6,Zero
No Chat,1,Linear
No Chat,,Linear
No Chat,5,Zero
No Chat,4,Zero
No Chat,,Baseline
No Chat,4,Baseline
No Chat,,Zero
No Chat,,Zero
No Chat,,Baseline
No Chat,5,Baseline
No Chat,2,Linear
No Chat,,Linear
No Chat,5,Zero
No Chat,,Zero
No Chat,,Zero
No Chat,4,Zero
No Chat,,Zero
No Chat,5,Zero
No Chat,4,Linear
No Chat,,Linear
No Chat,,Baseline
No Chat,5,Baseline
No Chat,,Linear
No Chat,4,Linear
No Chat,,Linear
No Chat,,Linear
No Chat,,Baseline
No Chat,2,Baseline
No Chat,5,Linear
No Chat,,Linear
No Chat,5,Baseline
No Chat,,Baseline
No Chat,,Zero
No Chat,6,Zero
No Chat,5,Linear
No Chat,6,Linear
No Chat,4,Baseline
No Chat,,Baseline
No Chat,,Baseline
No Chat,,Baseline
No Chat,6,Baseline
No Chat,4,Baseline
No Chat,8,Zero
No Chat,,Zero
No Chat,6,Zero
No Chat,,Zero
No Chat,6,Zero
No Chat,1,Zero
No Chat,5,Baseline
No Chat,,Baseline
No Chat,,Zero
No Chat,,Zero
No Chat,,Linear
No Chat,2,Linear
No Chat,3,Zero
No Chat,,Zero
No Chat,5,Zero
No Chat,5,Zero
No Chat,,Linear
No Chat,,Linear
No Chat,5,Baseline
No Chat,,Baseline
No Chat,5,Linear
No Chat,1,Linear
No Chat,4,Linear
No Chat,,Linear
No Chat,5,Baseline
No Chat,,Baseline
No Chat,,Zero
No Chat,,Zero
